sno,act,srcUpdateTime,total,latitude,longitude,available_return_bikes
500112046,0,2024-07-25 22:02:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:02:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:03:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:04:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:05:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:06:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:07:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:08:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:09:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:10:28,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:11:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:12:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:13:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:14:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:15:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:16:23,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:17:23,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:18:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:19:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:20:29,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:21:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:22:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:23:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:24:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:25:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:26:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:27:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:28:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:29:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:30:28,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:31:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:32:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:33:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:34:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:35:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:36:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:37:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:38:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:39:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:40:28,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:41:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:42:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:43:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:44:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:45:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:46:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:47:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:48:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:49:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:50:28,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:52:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:53:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:54:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:55:21,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:56:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:57:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:58:22,40,25.0193,121.57105,0
500112046,0,2024-07-25 22:59:21,40,25.0193,121.57105,0
