sno,act,srcUpdateTime,total,available_rent_bikes,latitude,longitude
500106051,1,2024-07-22 21:41:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:41:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:42:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:43:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:44:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:45:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:46:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:47:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:48:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:49:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:50:31,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:51:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:52:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:53:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:54:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:55:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:56:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:57:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:58:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 21:59:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:00:31,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:01:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:02:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:03:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:04:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:05:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:06:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:07:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:08:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:09:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:10:30,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:11:23,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:12:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:13:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:14:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:15:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:16:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:17:23,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:18:23,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:19:23,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:20:29,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:21:23,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:22:24,17,1,25.03792,121.50846
500106051,1,2024-07-22 22:23:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:24:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:25:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:26:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:27:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:28:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:29:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:30:30,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:31:23,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:32:24,17,0,25.03792,121.50846
500106051,1,2024-07-22 22:33:23,17,0,25.03792,121.50846
