sno,act,srcUpdateTime,total,available_rent_bikes,latitude,longitude
500113085,0,2024-07-24 21:52:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:52:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:53:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:54:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:54:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:55:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:56:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:57:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:58:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 21:59:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:00:28,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:01:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:02:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:03:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:04:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:05:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:06:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:07:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:08:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:09:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:10:28,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:11:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:12:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:13:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:14:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:15:25,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:16:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:17:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:18:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:19:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:20:27,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:21:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:22:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:23:20,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:24:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:25:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:26:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:27:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:28:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:29:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:30:29,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:31:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:32:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:33:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:34:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:35:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:36:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:37:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:38:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:39:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:40:27,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:41:21,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:42:22,14,0,25.0301,121.49324
500113085,0,2024-07-24 22:43:22,14,0,25.0301,121.49324
